SemSch1;2019;Cell2Fire: A Cell-Based Forest Fire Growth Model to Support Strategic Landscape Management Planning
SemSch1;2008;Local-Scale Fuel-Type Mapping and Fire Behavior Prediction by Employing High-Resolution Satellite Imagery
SemSch1;2024;Review and perspectives of digital twin systems for wildland fire management
SemSch1;2025;Advancements in Artificial Intelligence Applications for Forest Fire Prediction
SemSch1;2024;Research Trends in Wildland Fire Prediction Amidst Climate Change: A Comprehensive Bibliometric Analysis
SemSch1;2024;Utilizing MODIS remote sensing and integrated data for forest fire spread modeling in the southwest region of Canada
SemSch1;2024;Super Real-Time Forecast of Wildland Fire Spread by A Dual-Model Deep Learning Method
SemSch1;2024;A high-fidelity ensemble simulation framework for interrogating wildland-fire behaviour and benchmarking machine learning models
SemSch1;2024;Predicting the rate of spread of mixed-fuel surface fires in northeastern China using the Rothermel wildfire behaviour model: a laboratory study
SemSch1;2019;An Interactive Data-Driven HPC System for Forecasting Weather, Wildland Fire, and Smoke
SemSch1;2022;A Computationally Efficient Method for Updating Fuel Inputs for Wildfire Behavior Models Using Sentinel Imagery and Random Forest Classification
SemSch1;2014;Forest Fire reseArch
SemSch1;2014;Coupled Dynamic Data-Driven Framework for Forest Fire Spread Prediction
SemSch1;2024;Spatiotemporal dynamics of forest fires in the context of climate change: a review.
SemSch1;2009;Coupled Atmosphere‐Wildland Fire Modelling
SemSch1;2010;A stochastic Forest Fire Model for future land cover scenarios assessment.
SemSch1;2021;Uncertainty quantification of forecast error in coupled fire-atmosphere wildfire spread simulations: sensitivity to the spatial resolution
SemSch1;2016;The FireWork air quality forecast system with near-real-time biomass burning emissions: Recent developments andevaluation of performance for the 2015 North American wildfire season
SemSch1;2020;Modeling Wildfire Perimeter Evolution using Deep Neural Networks
SemSch1;2015;AEGIS: a wildfire prevention and management information system
SemSch1;2019;Coupling wildfire spread and erosion models to quantify post-fire erosion before and after fuel treatments
SemSch1;2018;Transforming Wildfire Detection and Prediction Using New and Underused Sensor and Data Sources Integrated with Modeling
SemSch1;2021;Dynamic simulation of fire propagation in forests and rangelands using a GIS-based cellular automata model
SemSch1;2020;Establishing Propagation Nodes as a Basis for Preventing Large Wildfires: The Proposed Methodology
SemSch1;2005;Wildfire Emission Modeling: Integrating BlueSky and SMOKE
SemSch1;2010;Modelling, Monitoring and Management of Forest Fires II
SemSch1;2005;Validation of FARSITE model in Mediterranean area
SemSch1;2024;A Forest Fire Prediction Model Based on Cellular Automata and Machine Learning
SemSch1;2024;Operational Forest-Fire Spread Forecasting Using the WRF-SFIRE Model
SemSch1;2024;Utilizing Deep Learning and Spatial Analysis for Accurate Forest Fire Occurrence Forecasting in the Central Region of China
SemSch1;2024;Predicting the Occurrence of Forest Fire in the Central-South Region of China
SemSch1;2024;An AutoML-Powered Analysis Framework for Forest Fire Forecasting: Adapting to Climate Change Dynamics
SemSch1;2024;Integrating Multi-Source Remote Sensing Data for Forest Fire Risk Assessment
SemSch1;2023;Exploiting Drone Images for Forest Fire Detection using Metaheuristics with Deep Learning Model
SemSch1;2022;Simulating Forest Fire Spread with Cellular Automation Driven by a LSTM Based Speed Model
SemSch1;2023;A Comparative Study on Forest Fire Prediction using ARIMA, SARIMA, LSTM, and GRU Methods
SemSch1;2019;Wildland Fire Spread Modeling Using Convolutional Neural Networks
SemSch1;2014;A comparison of three approaches for simulating fine-scale surface winds in support of wildland fire management: Part I. Model formulation and comparison against measurements
SemSch1;2016;An Innovative Conceptual Model of a Forest Fire Management Information and Decision-Support System for Brandenburg State, Germany Abstract Research and development conducted within the Forest Fire…
SemSch1;2016;Real-time genetic spatial optimization to improve forest fire spread forecasting in high-performance computing environments
SemSch1;2016;Visualization of local wind field based forest-fire’s forecast modeling for transportation planning
SemSch1;2013;WRF-Fire: Coupled Weather-Wildland Fire Modeling with the Weather Research and Forecasting Model
SemSch1;2018;High-Resolution Rapid Refresh Model Data Analytics Derived on the Open Science Grid to Assist Wildland Fire Weather Assessment
SemSch1;2014;GIS MODELING APPROACH FOR FOREST FIRE RISK ASSESSMENT AND MANAGEMENT
SemSch1;2013;Mountains Forest Fire Spread Simulator Based on Geo-Cellular Automaton Combined With Wang Zhengfei Velocity Model
SemSch1;2011;Effects of biotic feedback and harvest management on boreal forest fire activity under climate change.
SemSch1;1999;A GIS-supported model for the simulation of the spatial structure of wildland fire, Cass Basin, New Zealand
SemSch1;2002;A Strategy to Elaborate Forest Fire Spread Models for Management Tools Including a Computer Time-Saving Algorithm
SemSch1;2002;The use of the GIS into the Forest Fire prediction. The Simulation Model
SemSch1;2009;An approach to operational forest fire growth predictions for Canada
SemSch1;2024;Pyros: a raster-vector spatial simulation model for predicting wildland surface fire spread and growth
SemSch1;2019;Designing Operationally Relevant Daily Large Fire Containment Strategies Using Risk Assessment Results
SemSch1;2018;A High Resolution Coupled Fire-Atmosphere Forecasting System to Minimize the Impacts of Wildland Fires: Applications to the Chimney Tops II Wildland Event
SemSch1;2009;Predicted changes in fire weather suggest increases in lightning fire initiation and future area burned in the mixedwood boreal forest
SemSch1;2019;Development of a Smoke Dispersion Forecast System for Korean Forest Fires
SemSch1;2016;Sensitivity of atypical lateral fire spread to wind and slope
SemSch1;2003;Using simulation to map fire regimes: an evaluation of approaches, strategies, and limitations
SemSch1;????;Please Scroll down for Article Journal of Spatial Science an Assessment of Fire-damaged Forest Using Spatial Analysis Techniques an Assessment of Fire-damaged Forest Using Spatial Analysis Techniques
SemSch1;1977;Gradient modeling: A new approach to fire modeling and wilderness resource management
SemSch1;2002;A two-dimensional model of fire spread across a fuel bed including wind combined with slope conditions
SemSch1;2009;NATIONAL FIRE BEHAVIOUR PREDICTION SYSTEM
SemSch1;2024;Trending and emerging prospects of physics-based and ML-based wildfire spread models: a comprehensive review
SemSch1;2022;Forest management under uncertainty: the influence of management versus climate change and wildfire in the Lake Tahoe Basin, USA.
SemSch1;2024;Evaluating the performance of WRF in simulating winds and surface meteorology during a Southern California wildfire event
