;2021 turkey mega forest fires: biodiversity measurements of the iucn red list wildlife mammals in sentinel-2 based burned areas
;20th iberian conference on information systems and technologies, cisti 2025
;2nd edition of the international conference on artificial intelligence and green computing, icaigc 2025
;3d voronoi diagrams of real trees
;3rd international conference on digital transformation in education and artificial intelligence applications, mostart 2025
;6th sustainability and resilience of coastal management, srcm 2025
;<span>d</span>ifferential post-fire vegetation recovery of boreal plains bogs and margins
;a 350-year tree-ring fire record from białowieza primeval forest, poland: implications for central european lowland fire history
;a bottom-up perspective on how fire changes ecosystem biogeochemistry via plant-soil interactions
;a brief introduction on proposed early bushfires detection model
;a brief survey on recent advances in coreference resolution
;a changing climate is snuffing out post-fire recovery in montane forests
;a collaborative, cloud-based decision support system for structured wildfire risk mitigation planning
;a comparative analysis of open-source ai solutions for wildfire detection through video analysis
;a comparative exploration of time series models for wild fire prediction
;a comparative review on wildfire simulators
;a comparison of open data observatories
;a comprehensive review of empirical and dynamic wildfire simulators and machine learning techniques used for the prediction of wildfire in australia
;a comprehensive review on financial explainable ai
;a comprehensive survey and analysis of generative models in machine learning
;a comprehensive survey of fire weather index (fwi) systems and iot applications in peatland fire management
;a comprehensive survey of loss functions and metrics in deep learning
;a comprehensive survey of research towards ai-enabled unmanned aerial systems in pre-, active-, and post-wildfire management
;a comprehensive survey of the machine learning pipeline for wildfire risk prediction and assessment
;a comprehensive survey on nsga-ii for multi-objective optimization and applications
;a comprehensive survey on the multiple travelling salesman problem: applications, approaches and taxonomy
;a comprehensive taxonomy forest fire risk assessment: bridging methodological gaps and proposing future directions
;a concise review of artificial intelligence methods for forest-fire monitoring systems
;a culture of burning: social-ecological memory, social learning and adaptation in australian volunteer fire brigades
;a cutting-edge approach to forest fire region identification through deep learning
;a deep learning model using geostationary satellite data forest fire detection with reduced detection latency
;a drl-based partial charging algorithm for wireless rechargeable sensor networks
;a fire safety engineering approach to improving community resilience to the impacts of wildfire
;a flexible framework for diverse multi-robot task allocation scenarios including multi-tasking
;a fuzzy inference and big data analysis algorithm for the prediction of forest fire based on rechargeable wireless sensor networks
;a gis-based fire spread simulator integrating a simplified physical wildland fire model and a wind field model
;a gis-based forest fire risk mapping and uav deployment planning: the case of izmir
;a gis-supported model for the simulation of the spatial structure of wildland fire, cass basin, new zealand
;a global assessment of intensified heatwaves and air quality
;a global kinetic model for the combustion of the evolved gases in wildland fires
;a global outlook on increasing wildfire risk: current policy situation and future pathways
;a global probability-of-fire (pof) forecast
;a google earth engine approach for anthropogenic forest fire assessment with remote sensing data in rema-kalenga wildlife sanctuary, bangladesh
;a historical analysis of factors driving the daily prioritization of wildland fires in california
;a holistic approach to climate change in the emergency department: direct impact of environmental factors on patients
;a hybrid approach for localisation of sensor nodes in remote locations
;a machine learning solution for operational remote sensing of active wildfires
;a maximum entropy moment quadrature method for quasi-real-time flight duration reliability assessment of uavs
;a method to identify wildfire ignition points and propagation durations from burn scars using genetic algorithms
;a mixed methods literature review and framework for decision factors that may influence the utilization of managed wildfire on federal lands, usa
;a mixed-methods approach to identify archetypes of wildfire management end-users of active fire earth observation satellite data
;a modest increase in fire weather overcomes resistance to fire spread in recently burned boreal forests
;a monthly gridded burned area database of national wildland fire data
;a multi-temporal sentinel-2 and machine learning approach for precision burned area mapping: the sardinia case study
;a new algorithm for simulating wildfire spread through cellular automata
;a new data mining framework forest fire mapping
;a new picture of fire extent, variability, and drought interaction in prescribed fire landscapes: insights from florida government records
;a new process for organizing assessments of social, economic, and environmental outcomes: case study of wildland fire management in the usa
;a novel multi-modal network-based dynamic scene understanding
;a novel three-satellite cooperative system for wildfire detection: autonomous task management and quick response framework
;a pantropical analysis of fire impacts and post-fire species recovery of plant life forms
;a post-fire reforestation assessment and prioritization tool for the western united states
;a quadratic morphological deep neural network fusing radar and optical data for the mapping of burned areas
;a real-time web-based wildfire simulation system
;a remote sensing-based approach to estimating the fire spread rate parameter for individual burn patch extraction
;a retrospective approach to valuation of natural resources in wildland fire litigation
;a review of a new generation of wildfire-atmosphere modeling
;a review of approaches to estimate wildfire plume injection height within large-scale atmospheric chemical transport models
;a review of bayesian networks for spatial data
;a review of forest fire and policy response for resilient adaptation under changing climate in the eastern himalayan region
;a review of forward modelling and retrieval approaches forest soil moisture and vegetation optical depth using l-band radiometry
;a review of hot deck imputation for survey non-response
;a review of machine learning applications in wildfire science and management
;a review of methods and sensors for detecting forest fire
;a review of multisensor data fusion techniques for enhancing wildfire detection accuracy
;a review of named entity recognition: from learning methods to modelling paradigms and tasks
;a review of operations research methods applicable to wildfire management
;a review of prescribed burning effectiveness in fire hazard reduction
;a review of public safety power shutoffs (psps) for wildfire mitigation: policies, practices, models and data sources
;a review of recent advances in risk analysis for wildfire management
;a review of recent forest and wildland fire management decision support systems research
;a review of risk assessment of transmission lines under wildfire disaster
;a review of routing techniques for different applications in wireless sensor network
;a review of semi-supervised learning for text classification
;a review of simulation experiment techniques used to analyze wildfire effects on water quality and supply
;a review of the effects of forest fire on soil properties
;a review of the incidence of medium and high voltage overhead electric power lines in causing forest fires
;a review of the literature on wildfires in the context of climate change
;a review of the main driving factors of forest fire ignition over europe
;a review of the operational use of uas in public safety emergency incidents
;a review of the relationships between drought and forest fire in the united states
;a review of wildfire occurrence research
;a review of wildland fire spread modelling, 1990-present 3: mathematical analogues and simulation models
;a review on early forest fire detection systems using optical remote sensing
;a review on early forest fire detection using iot-enabled wsn
;a review on early wildfire detection from unmanned aerial vehicles using deep learning-based computer vision algorithms
;a review on eeg-based multimodal learning for emotion recognition
;a review on forest fire detection and monitoring systems
;a review on forest fire detection techniques
;a review on forest fire detection techniques: past, present, and sustainable future
;a review on forest fire prediction techniques
;a review on wildfire-induced changes in soil and surface water chemistry
;a review: mechanism of ground fissure development in coalfield fire areas and its mutually reinforcing on the spread of coal fire
;a roll call analysis of the healthy forests restoration act and constituent interests in fire policy
;a sampling-based framework for hypothesis testing on large attributed graphs
;a scoping review of nurses contributions to health-related, wildfire research
;a self-sustained cps design for reliable wildfire monitoring
;a shift from human-directed to undirected wild land disturbances in the usa
;a smart bushfire monitoring and detection system using gsm technology
;a state-of-the-art survey of object detection techniques in microorganism image analysis: from classical methods to deep learning approaches
;a stochastic model for forest fire growth
;a suggested model for mass fire spread
;a survey of 3d space path-planning methods and algorithms
;a survey of bayesian network structure learning
;a survey of cell decomposition-based path planning
;a survey of deep learning methods for vision-based fire detection and localization
;a survey of deep learning techniques for machine reading comprehension
;a survey of deep learning-based object detection methods and datasets for overhead imagery
;a survey of energy-efficient clustering routing protocols for wireless sensor networks based on metaheuristic approaches
;a survey of fractional calculus applications in artificial neural networks
;a survey of intelligent transmission line inspection based on unmanned aerial vehicle
;a survey of machine learning algorithms based forest fires prediction and detection systems
;a survey of modelling trends in temporal gis
;a survey of next-generation computing technologies in space-air-ground integrated networks
;a survey of quaternion neural networks
;a survey of safety and trustworthiness of deep neural networks: verification, testing, adversarial attack and defence, and interpretability
;a survey of safety and trustworthiness of large language models through the lens of verification and validation
